type,SampID,Experiment,Timepoint,runDate,N.lab,C.lab,Precursor Ion Name,Protein Name,iso.mz,MID.mean,MID.sd,Area.filled.w.background.mean,Area.filled.w.background.sd
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Glycine_13C-2 15N-1,Glycine,249.091611,0.0053586172817511254,4.670490120329909e-4,894347.5,232406.90709292612
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Isoleucine_13C-2 15N-1,Isoleucine,305.154211,3.2453890014471926e-4,1.9932166088970413e-4,34031.333333333336,34946.708605150976
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Phenylalaine_13C-2 15N-1,Phenylalaine,339.138561,4.814868489577272e-4,1.99824713327559e-4,66507.66666666667,63413.45717064583
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Tyrosine_13C-2 15N-1,Tyrosine,NA,3.513436294106046e-4,5.759450159165329e-4,24908,41810.192585062316
Smp,GBTFate1Tlong,Fate1,96,200908,1,2,Valine_13C-2 15N-1,Valine,291.138561,1.6336740311207409e-4,2.8296064249069825e-4,29139.333333333332,50470.805832018705
Smp,GBTFate2T0,Fate2,0,200908,0,0,Alanine_13C-0 15N-0,Alanine,260.103517,0.8536373172493051,0.004060284350860649,71635207.33333333,30016088.674413085
Smp,GBTFate2T0,Fate2,0,200908,0,0,Arginine_13C-0 15N-0,Arginine,345.167514,0.954299519217605,0.024538860872884805,3015731.3333333335,1270103.1404454259
Smp,GBTFate2T0,Fate2,0,200908,0,0,Aspartic Acid_13C-0 15N-0,Aspartic Acid,304.093347,0.8349780668349142,0.006528449446275099,7313697,2827431.024416157
Smp,GBTFate2T0,Fate2,0,200908,0,0,Glutamic Acid_13C-0 15N-0,Glutamic Acid,318.108997,0.8194727877253654,0.006423244402536327,9927529.666666666,3988339.233526824
Smp,GBTFate2T0,Fate2,0,200908,0,0,Glycine_13C-0 15N-0,Glycine,246.087867,0.9289309283940581,0.06865568114137459,88886556,55937486.46226743
Smp,GBTFate2T0,Fate2,0,200908,0,0,Isoleucine_13C-0 15N-0,Isoleucine,302.150467,0.8181921081936977,0.006904327649180019,50644878.333333336,25123682.82425181
Smp,GBTFate2T0,Fate2,0,200908,0,0,Leucine_13C-0 15N-0,Leucine,302.150467,0.812849546237659,0.004237099359972533,84443362.66666667,38910544.48548554
Smp,GBTFate2T0,Fate2,0,200908,0,0,Lysine_13C-0 15N-0,Lysine,244.1083,0.950111498120929,0.005222014608863003,52062197.333333336,18668533.28033344
Smp,GBTFate2T0,Fate2,0,200908,0,0,Phenylalaine_13C-0 15N-0,Phenylalaine,336.134817,0.761448391605417,0.002843012462631395,50812254.666666664,25932866.789216295
Smp,GBTFate2T0,Fate2,0,200908,0,0,Proline_13C-0 15N-0,Proline,286.119167,0.8390246090178555,0.0071495126231638706,28952798.333333332,12365256.75573578
Smp,GBTFate2T0,Fate2,0,200908,0,0,Serine_13C-0 15N-0,Serine,276.098432,0.8512512745451623,0.05025462623232982,20031197.333333332,8768570.588312404
Smp,GBTFate2T0,Fate2,0,200908,0,0,Threonine_13C-0 15N-0,Threonine,290.114082,0.8435782830892927,0.012953839842606207,38165575.333333336,15048322.61498953
Smp,GBTFate2T0,Fate2,0,200908,0,0,Tyrosine_13C-0 15N-0,Tyrosine,352.129732,0.761578559962037,0.007036332688553517,6661996.666666667,6658543.878076072
Smp,GBTFate2T0,Fate2,0,200908,0,0,Valine_13C-0 15N-0,Valine,288.134817,0.8172901367560826,0.0025339087768560167,60427774,27378429.00418766
Smp,GBTFate2T0,Fate2,0,200908,0,1,Alanine_13C-1 15N-0,Alanine,261.106871,0.11757009124840267,0.001834183568016913,9868097.333333334,4173384.535686633
Smp,GBTFate2T0,Fate2,0,200908,0,1,Arginine_13C-1 15N-0,Arginine,NA,0.030534020381013303,0.014872752857097249,106482.33333333333,80632.48018220284
Smp,GBTFate2T0,Fate2,0,200908,0,1,Aspartic Acid_13C-1 15N-0,Aspartic Acid,305.096701,0.12751575362014203,0.0062226306238464925,1112081.3333333333,429209.5014189846
Smp,GBTFate2T0,Fate2,0,200908,0,1,Glutamic Acid_13C-1 15N-0,Glutamic Acid,319.112351,0.12455851472399586,0.005240873083093548,1495885,568047.0769038425
Smp,GBTFate2T0,Fate2,0,200908,0,1,Glycine_13C-1 15N-0,Glycine,247.091221,0.051797168707629744,0.07325225847885726,7556754,10686863.994317135
Smp,GBTFate2T0,Fate2,0,200908,0,1,Isoleucine_13C-1 15N-0,Isoleucine,303.153821,0.1318645785304657,0.0025658910222732603,8144963.333333333,4026161.155616145
Smp,GBTFate2T0,Fate2,0,200908,0,1,Leucine_13C-1 15N-0,Leucine,303.153821,0.135847875106588,0.001507206840159233,14101876,6441402.182661474
Smp,GBTFate2T0,Fate2,0,200908,0,1,Lysine_13C-1 15N-0,Lysine,245.11165400000002,0.04707842838883439,0.0057993863703885,2566889.6666666665,857771.5827942386
Smp,GBTFate2T0,Fate2,0,200908,0,1,Phenylalaine_13C-1 15N-0,Phenylalaine,337.138171,0.15191411280187878,0.0042730104270791896,10203310.333333334,5363024.167270397
Smp,GBTFate2T0,Fate2,0,200908,0,1,Proline_13C-1 15N-0,Proline,287.122521,0.12695392634271174,0.003937162693375514,4340129.333333333,1721911.0267056
Smp,GBTFate2T0,Fate2,0,200908,0,1,Serine_13C-1 15N-0,Serine,277.101786,0.1487487254548378,0.05025462623232984,3141998.6666666665,487757.1418650201
Smp,GBTFate2T0,Fate2,0,200908,0,1,Threonine_13C-1 15N-0,Threonine,291.117436,0.12080427905832236,0.00343995434895798,5482088,2249084.72028312
Smp,GBTFate2T0,Fate2,0,200908,0,1,Tyrosine_13C-1 15N-0,Tyrosine,353.133086,0.1513094436421315,0.006176886295886952,1295276.3333333333,1266431.5012713214
Smp,GBTFate2T0,Fate2,0,200908,0,1,Valine_13C-1 15N-0,Valine,289.138171,0.13368432210900344,0.0030727311900465844,9907043,4520118.097673666
Smp,GBTFate2T0,Fate2,0,200908,0,2,Alanine_13C-2 15N-0,Alanine,262.110225,0.007967083996470092,8.616139805672343e-4,665930,285703.60011907446
Smp,GBTFate2T0,Fate2,0,200908,0,2,Aspartic Acid_13C-2 15N-0,Aspartic Acid,306.100055,0.003028588659876918,0.002652724895462249,31941.666666666668,27672.338577238705
Smp,GBTFate2T0,Fate2,0,200908,0,2,Glutamic Acid_13C-2 15N-0,Glutamic Acid,320.115705,0.010498890994574179,0.0024623639133706057,126493.66666666667,59885.060084576464
Smp,GBTFate2T0,Fate2,0,200908,0,2,Glycine_13C-2 15N-0,Glycine,248.094575,0.00598235819454814,9.976546727846285e-4,553692.5,305699.9391764742
Smp,GBTFate2T0,Fate2,0,200908,0,2,Isoleucine_13C-2 15N-0,Isoleucine,304.157175,0.013304951910809427,0.0011040077229983226,837387.6666666666,472511.31150728377
Smp,GBTFate2T0,Fate2,0,200908,0,2,Leucine_13C-2 15N-0,Leucine,304.157175,0.01321240698348122,9.93879535780266e-5,1372582.6666666667,631556.8296553631
Smp,GBTFate2T0,Fate2,0,200908,0,2,Phenylalaine_13C-2 15N-0,Phenylalaine,338.141525,0.017098852569500885,6.077778593799236e-4,1154379,631086.2453365625
Smp,GBTFate2T0,Fate2,0,200908,0,2,Proline_13C-2 15N-0,Proline,288.125875,0.010336628194393063,0.0013613749629099799,360547.6666666667,181446.15797622537
Smp,GBTFate2T0,Fate2,0,200908,0,2,Threonine_13C-2 15N-0,Threonine,NA,0.010136064634998566,9.243150191134455e-4,462738.6666666667,205413.208363857
Smp,GBTFate2T0,Fate2,0,200908,0,2,Tyrosine_13C-2 15N-0,Tyrosine,354.13644,0.007238732259698291,0.008566367253489412,113309.33333333333,175092.6722805193
Smp,GBTFate2T0,Fate2,0,200908,0,2,Valine_13C-2 15N-0,Valine,290.141525,0.012669275968533154,5.224408376054129e-4,926919.6666666666,391009.73459663807
Smp,GBTFate2T0,Fate2,0,200908,0,3,Alanine_13C-3 15N-0,Alanine,263.113579,0,0,0,0
Smp,GBTFate2T0,Fate2,0,200908,0,3,Isoleucine_13C-3 15N-0,Isoleucine,305.160529,4.429772020375867e-5,7.672590205238038e-5,4250,7361.215932167728
Smp,GBTFate2T0,Fate2,0,200908,0,3,Leucine_13C-3 15N-0,Leucine,305.160529,8.154585826718045e-4,1.1103426995017702e-4,86297,44818.53983565283
Smp,GBTFate2T0,Fate2,0,200908,0,3,Phenylalaine_13C-3 15N-0,Phenylalaine,339.144879,5.111178587383925e-4,5.41922586565226e-4,46169.666666666664,59317.169776830495
Smp,GBTFate2T0,Fate2,0,200908,0,3,Valine_13C-3 15N-0,Valine,291.144879,2.2705809260196625e-4,3.9327615265628455e-4,10329.333333333334,17890.93014164812
Smp,GBTFate2T0,Fate2,0,200908,1,0,Alanine_13C-0 15N-1,Alanine,261.100553,0.019760757525775215,0.0014528371045292908,1630046.3333333333,587636.3177887606
Smp,GBTFate2T0,Fate2,0,200908,1,0,Arginine_13C-0 15N-1,Arginine,NA,0.015166460401381716,0.010100231515031075,51708.666666666664,38509.43061554316
Smp,GBTFate2T0,Fate2,0,200908,1,0,Aspartic Acid_13C-0 15N-1,Aspartic Acid,305.090383,0.03262667337435261,0.0029083946841710327,290761.3333333333,133014.91517996517
Smp,GBTFate2T0,Fate2,0,200908,1,0,Glutamic Acid_13C-0 15N-1,Glutamic Acid,319.10603299999997,0.04198764610898421,0.0016728976649077515,505995.6666666667,198570.80311398586
Smp,GBTFate2T0,Fate2,0,200908,1,0,Glycine_13C-0 15N-1,Glycine,247.084903,0.011814977817394453,0.003143987629059231,1053931,488518.8619183501
Smp,GBTFate2T0,Fate2,0,200908,1,0,Isoleucine_13C-0 15N-1,Isoleucine,303.147503,0.03231722091706376,0.004135363608867983,1914506,684528.6978907458
Smp,GBTFate2T0,Fate2,0,200908,1,0,Leucine_13C-0 15N-1,Leucine,303.147503,0.03427813279811332,0.004322745204894127,3422923,1091623.04580519
Smp,GBTFate2T0,Fate2,0,200908,1,0,Lysine_13C-0 15N-1,Lysine,245.10533600000002,0.0028100734902366466,7.68984865994491e-4,161457.66666666666,99552.9209834314
Smp,GBTFate2T0,Fate2,0,200908,1,0,Phenylalaine_13C-0 15N-1,Phenylalaine,337.131853,0.06312880535768774,0.004756926083052275,4104508.3333333335,1763257.6375601874
Smp,GBTFate2T0,Fate2,0,200908,1,0,Proline_13C-0 15N-1,Proline,287.116203,0.020346523775071648,0.0019220960294288986,683422.3333333334,228516.42045449017
Smp,GBTFate2T0,Fate2,0,200908,1,0,Threonine_13C-0 15N-1,Threonine,291.111118,0.021162643756450175,0.008120493430187316,984518,597790.6072304917
Smp,GBTFate2T0,Fate2,0,200908,1,0,Tyrosine_13C-0 15N-1,Tyrosine,353.12676799999997,0.07567007648115123,0.006782240640646656,640287,624966.1702108363
Smp,GBTFate2T0,Fate2,0,200908,1,0,Valine_13C-0 15N-1,Valine,289.131853,0.032468186983533126,0.0014792883087223249,2366916,954542.406183717
Smp,GBTFate2T0,Fate2,0,200908,1,1,Alanine_13C-1 15N-1,Alanine,262.103907,0.0010647499800468918,3.8926626987715224e-4,86236.66666666667,37002.85008392372
Smp,GBTFate2T0,Fate2,0,200908,1,1,Aspartic Acid_13C-1 15N-1,Aspartic Acid,306.093737,0.0018509175107143032,0.0016336903695217766,19468,16862.8001529995
Smp,GBTFate2T0,Fate2,0,200908,1,1,Glutamic Acid_13C-1 15N-1,Glutamic Acid,NA,0.0034821604470803846,0.0014534755364463614,46016.666666666664,29823.16982370139
Smp,GBTFate2T0,Fate2,0,200908,1,1,Glycine_13C-1 15N-1,Glycine,248.088257,0.0014745668863695776,4.5493503563884307e-4,129425.5,54828.352706423706
Smp,GBTFate2T0,Fate2,0,200908,1,1,Isoleucine_13C-1 15N-1,Isoleucine,304.150857,0.0042605932816895935,0.00161663540759944,250008.33333333334,116395.20923274005
Smp,GBTFate2T0,Fate2,0,200908,1,1,Leucine_13C-1 15N-1,Leucine,304.150857,0.0029965802914866165,6.326753021267808e-4,294871,84734.01460452584
Smp,GBTFate2T0,Fate2,0,200908,1,1,Phenylalaine_13C-1 15N-1,Phenylalaine,338.135207,0.0055404180301733795,1.7109937846930155e-4,373211.6666666667,201939.39130425578
Smp,GBTFate2T0,Fate2,0,200908,1,1,Proline_13C-1 15N-1,Proline,288.119557,0.003338312669968032,9.984757754338317e-4,108595,32322.95159789712
Smp,GBTFate2T0,Fate2,0,200908,1,1,Serine_13C-1 15N-1,Serine,NA,0,0,0,0
Smp,GBTFate2T0,Fate2,0,200908,1,1,Threonine_13C-1 15N-1,Threonine,292.114472,0.0043187294609362045,5.25164923573743e-4,194375.33333333334,76272.55593811796
Smp,GBTFate2T0,Fate2,0,200908,1,1,Tyrosine_13C-1 15N-1,Tyrosine,354.130122,0.0042031876549819625,0.0049077032423865624,65338.666666666664,100478.8683372446
Smp,GBTFate2T0,Fate2,0,200908,1,1,Valine_13C-1 15N-1,Valine,290.135207,0.0036610200902456695,2.6234920780825665e-4,266138.3333333333,107861.0676997652
Smp,GBTFate2T0,Fate2,0,200908,1,2,Alanine_13C-2 15N-1,Alanine,NA,0,0,0,0
Smp,GBTFate2T0,Fate2,0,200908,1,2,Glycine_13C-2 15N-1,Glycine,249.091611,0,0,0,0
Smp,GBTFate2T0,Fate2,0,200908,1,2,Isoleucine_13C-2 15N-1,Isoleucine,305.154211,1.6249446070037593e-5,2.814486618815553e-5,1559,2700.2672089998796
Smp,GBTFate2T0,Fate2,0,200908,1,2,Phenylalaine_13C-2 15N-1,Phenylalaine,339.138561,3.5830177660381115e-4,2.312628204980917e-4,28760,28462.414742955312
Smp,GBTFate2T0,Fate2,0,200908,1,3,Phenylalaine_13C-3 15N-1,Phenylalaine,NA,0,0,0,0
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Alanine_13C-0 15N-0,Alanine,260.103517,0.8473798704579292,0.00398420412733903,60359287.333333336,26423345.96807341
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Arginine_13C-0 15N-0,Arginine,345.167514,0.975270534775132,0.023819073487382453,3195777.5,1030557.9289979287
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Aspartic Acid_13C-0 15N-0,Aspartic Acid,304.093347,0.8439782267129138,0.003910745334750046,9532190,1288179.9293037443
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Glutamic Acid_13C-0 15N-0,Glutamic Acid,318.108997,0.8207605335200558,0.007604429988442381,14547986.666666666,4547014.567945911
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Glycine_13C-0 15N-0,Glycine,246.087867,0.8523420830363945,0.006873657788551071,83285640,13083879.615007164
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Isoleucine_13C-0 15N-0,Isoleucine,302.150467,0.8126843535579343,0.004903303917773504,41361939.666666664,19660377.5784179
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Leucine_13C-0 15N-0,Leucine,302.150467,0.8085200770418738,0.0014039757890630612,70824560,34242912.29189573
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Lysine_13C-0 15N-0,Lysine,244.1083,0.9434570637925475,0.014230661370556768,45510892,20545398.314474605
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Phenylalaine_13C-0 15N-0,Phenylalaine,336.134817,0.7438015093102465,0.006384785066503706,52504816,2567878.0748688206
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Proline_13C-0 15N-0,Proline,286.119167,0.8287563608976287,0.006031258176427823,26805408.333333332,12806556.592009319
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Serine_13C-0 15N-0,Serine,276.098432,0.8650964923838547,0.012139114971248437,27888061,7276613.853661468
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Threonine_13C-0 15N-0,Threonine,290.114082,0.840980334787997,0.0051268406964335034,35170962,4497425.402516422
Smp,GBTFate2Tlong,Fate2,96,200908,0,0,Valine_13C-0 15N-0,Valine,288.134817,0.8106418682769989,0.004783357495075524,50738712.666666664,22618426.85114571
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Alanine_13C-1 15N-0,Alanine,261.106871,0.1149348853766546,0.004092092827516718,8278657,3816221.5217388785
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Arginine_13C-1 15N-0,Arginine,NA,0.01511960042181171,0.02138234397418809,61910.5,87554.6687532995
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Aspartic Acid_13C-1 15N-0,Aspartic Acid,305.096701,0.1234070814427257,0.005967557264175226,1391981,182081.59471237063
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Glutamic Acid_13C-1 15N-0,Glutamic Acid,319.112351,0.12791983057095033,0.0022213382412506195,2264950.6666666665,692283.5319537316
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Glycine_13C-1 15N-0,Glycine,247.091221,0.10282021317584315,3.874656165186166e-4,10050525,1621533.0279763036
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Isoleucine_13C-1 15N-0,Isoleucine,303.153821,0.13192240543944891,0.006860374811978484,6831164.333333333,3459764.7446519155
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Leucine_13C-1 15N-0,Leucine,303.153821,0.1367345865066106,0.0030990706842828094,12048443.666666666,5953790.616209167
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Lysine_13C-1 15N-0,Lysine,245.11165400000002,0.05432571100263696,0.013220270563939542,2439815.3333333335,800304.8377745404
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Phenylalaine_13C-1 15N-0,Phenylalaine,337.138171,0.16082875731166796,6.073535017612109e-4,11350044,414938.74448164034
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Proline_13C-1 15N-0,Proline,287.122521,0.13191896813831788,6.71335160709139e-4,4261853.666666667,2028411.1170434197
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Serine_13C-1 15N-0,Serine,277.101786,0.13415847268125652,0.011085476461886984,4382336,1547306.6149415893
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Threonine_13C-1 15N-0,Threonine,291.117436,0.1223314554285198,0.0017874655625162157,5109620,548304.7402676727
Smp,GBTFate2Tlong,Fate2,96,200908,0,1,Valine_13C-1 15N-0,Valine,289.138171,0.13146429051116196,6.799100558557399e-4,8223419.333333333,3655682.4312503315
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Alanine_13C-2 15N-0,Alanine,262.110225,0.010150374729280109,0.001945847134116852,757206.3333333334,411948.49427608465
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Aspartic Acid_13C-2 15N-0,Aspartic Acid,306.100055,0.0026406889549990173,0.003023665137176707,28400,33551.721878317956
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Glutamic Acid_13C-2 15N-0,Glutamic Acid,320.115705,0.0077016644884198735,0.0017125936558316508,130151.33333333333,7212.204193818512
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Glycine_13C-2 15N-0,Glycine,248.094575,0.0076843412288712136,0.003670076297418272,780982.5,482874.0284841379
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Isoleucine_13C-2 15N-0,Isoleucine,304.157175,0.016612904923662034,0.0014125798900629107,869544.6666666666,456736.80869219784
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Leucine_13C-2 15N-0,Leucine,304.157175,0.017252076107670836,6.06714331116058e-4,1500757.3333333333,709182.7309095543
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Phenylalaine_13C-2 15N-0,Phenylalaine,338.141525,0.02058573477560595,8.665611890516737e-4,1451658.5,2561.847868238862
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Proline_13C-2 15N-0,Proline,288.125875,0.01340391363990367,0.002629998608435996,406721.3333333333,148122.30753783623
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Threonine_13C-2 15N-0,Threonine,NA,0.010451616651115356,0.0016808745858940878,432658.5,17040.56631981461
Smp,GBTFate2Tlong,Fate2,96,200908,0,2,Valine_13C-2 15N-0,Valine,290.141525,0.016638478800026325,0.0010842956218920642,1019795.6666666666,409601.25995696516
Smp,GBTFate2Tlong,Fate2,96,200908,0,3,Alanine_13C-3 15N-0,Alanine,263.113579,0.0014454450462075142,8.015758674916823e-4,117571.66666666667,88187.95204750665
Smp,GBTFate2Tlong,Fate2,96,200908,0,3,Isoleucine_13C-3 15N-0,Isoleucine,305.160529,7.288613655340336e-4,1.1441109016956608e-4,37057.333333333336,19045.818578715207
Smp,GBTFate2Tlong,Fate2,96,200908,0,3,Leucine_13C-3 15N-0,Leucine,305.160529,9.810899081404696e-4,3.7101637753086784e-4,96190.66666666667,65165.56275620838
Smp,GBTFate2Tlong,Fate2,96,200908,0,3,Phenylalaine_13C-3 15N-0,Phenylalaine,339.144879,0.004761623949238972,3.2531639940605416e-4,335601,9405.934403343455
Smp,GBTFate2Tlong,Fate2,96,200908,0,3,Valine_13C-3 15N-0,Valine,291.144879,0.002069498084744002,7.80880553693607e-4,143691.66666666666,93515.85668929806
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Alanine_13C-0 15N-1,Alanine,261.100553,0.02481431315299376,0.004276421975247709,1681470.3333333333,558060.1798268117
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Arginine_13C-0 15N-1,Arginine,NA,0.009609864803056228,0.0024367295131943432,33008.5,18945.511988331167
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Aspartic Acid_13C-0 15N-1,Aspartic Acid,305.090383,0.02874440741034274,0.003093843613837178,324391,51185.988053372574
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Glutamic Acid_13C-0 15N-1,Glutamic Acid,319.10603299999997,0.040320368055025445,0.006435920381966561,694740.3333333334,127384.1133592935
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Glycine_13C-0 15N-1,Glycine,247.084903,0.014111934641743323,0.0013161209751676023,1390470.5,356441.9217944208
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Isoleucine_13C-0 15N-1,Isoleucine,303.147503,0.03376265208885654,0.0025019754323839243,1684025.3333333333,741682.8087898042
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Leucine_13C-0 15N-1,Leucine,303.147503,0.03427431587357042,0.004255003336275419,2920489.6666666665,1314659.369497032
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Lysine_13C-0 15N-1,Lysine,245.10533600000002,0.0022172252048155445,0.0010109633298331182,93306,27749.529131140225
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Phenylalaine_13C-0 15N-1,Phenylalaine,337.131853,0.06190673828099115,0.003525545635131304,4364211.5,72605.01718545351
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Proline_13C-0 15N-1,Proline,287.116203,0.022080104525468,0.0026153332384111056,685903.6666666666,275577.61884509656
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Threonine_13C-0 15N-1,Threonine,291.111118,0.02448352990701321,1.4155342431242194e-4,1023915.5,130611.81487331075
Smp,GBTFate2Tlong,Fate2,96,200908,1,0,Valine_13C-0 15N-1,Valine,289.131853,0.035163019883994645,0.0045377448277063364,2124113,804733.9087232499
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Alanine_13C-1 15N-1,Alanine,262.103907,0.0010695671326668588,3.4066055717470986e-4,81241,50297.57763550845
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Aspartic Acid_13C-1 15N-1,Aspartic Acid,306.093737,0.0012295954790187147,0.0010766154230457013,12849.333333333334,11150.15920663617
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Glutamic Acid_13C-1 15N-1,Glutamic Acid,NA,0.0032976033655484427,9.326993861056698e-4,55304,4435.1775612708
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Glycine_13C-1 15N-1,Glycine,248.088257,7.014358429998065e-4,4.0967076615932034e-4,71891.5,51377.67161423335
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Isoleucine_13C-1 15N-1,Isoleucine,304.150857,0.004010536452316178,9.395646037433475e-4,189305,63808.66195901619
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Leucine_13C-1 15N-1,Leucine,304.150857,0.002237854562133875,0.0019489153386763544,250967.33333333334,218544.5433437617
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Phenylalaine_13C-1 15N-1,Phenylalaine,338.135207,0.0063862275656800215,0.00076102650634789595,449641.5,35532.8228614052
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Proline_13C-1 15N-1,Proline,288.119557,0.0038406527986816884,0.0012625518672217052,111134,29646.281166446493
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Serine_13C-1 15N-1,Serine,NA,7.45034934888785e-4,0.0010536385093614755,28734,40636.01250122851
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Threonine_13C-1 15N-1,Threonine,292.114472,0.0017530632253545785,0.0018000539723356276,68704.5,66324.4947549546
Smp,GBTFate2Tlong,Fate2,96,200908,1,1,Valine_13C-1 15N-1,Valine,290.135207,0.0040228444430742,5.559160254757693e-4,241855.66666666666,88510.26016419414
Smp,GBTFate2Tlong,Fate2,96,200908,1,2,Alanine_13C-2 15N-1,Alanine,NA,2.055441042679544e-4,7.505093518427977e-5,15677.333333333334,10198.98741705927
Smp,GBTFate2Tlong,Fate2,96,200908,1,2,Glycine_13C-2 15N-1,Glycine,249.091611,0.02233999207414808,0.0018652553663244787,2199432.5,542928.6074103113
Smp,GBTFate2Tlong,Fate2,96,200908,1,2,Isoleucine_13C-2 15N-1,Isoleucine,305.154211,2.782861722480218e-4,7.901642785121056e-5,14138,8417.549584053544
Smp,GBTFate2Tlong,Fate2,96,200908,1,2,Phenylalaine_13C-2 15N-1,Phenylalaine,339.138561,0.001492393908924406,1.894143512394659e-4,105060,9120.26326374409
Smp,GBTFate2Tlong,Fate2,96,200908,1,3,Phenylalaine_13C-3 15N-1,Phenylalaine,NA,2.3701489764504566e-4,1.0956748356605829e-4,16572,7058.339889804118
