MassFeature,Protein Name,Experiment,Timepoint,type,replicate,Concentration_uM.in.vial
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,0,Smp,A,1.2508089668041442
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,0,Smp,B,1.2340864395837101
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,0,Smp,C,2.0093028043972305
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,12,Smp,A,1.8442872675085806
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,12,Smp,B,0.7772698593425454
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,12,Smp,C,1.4250880553154008
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,36,Smp,A,2.166156079023438
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,36,Smp,B,1.603397865882471
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,36,Smp,C,2.2116039151990314
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,4,Smp,A,0.7691238186443852
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,4,Smp,B,1.4989849665701682
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,4,Smp,C,1.5833436103767355
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,50,Smp,A,2.524167513312227
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,50,Smp,B,2.164357860372657
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,50,Smp,C,2.795110435438649
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,8,Smp,A,1.8302904157570483
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,8,Smp,B,1.627687595059531
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,8,Smp,C,1.568740902704212
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,96,Smp,A,2.9661345137248585
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,96,Smp,B,2.842386987225002
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,96,Smp,C,5.371656436719583
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,0,Smp,A,0.7915207434433273
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,0,Smp,B,0.9443218227075622
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,0,Smp,C,0.5438363286269287
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,12,Smp,A,0.9681065253211386
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,12,Smp,B,1.0069097458904464
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,12,Smp,C,1.281548094585041
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,24,Smp,A,1.3189458219541808
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,24,Smp,B,1.1502903397145645
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,24,Smp,C,1.037743907636934
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,48,Smp,A,1.2084617689838117
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,48,Smp,B,1.4676620964298315
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,48,Smp,C,1.3580809279407946
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,5,Smp,A,0.6364130349060971
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,5,Smp,B,1.6774961041690226
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,5,Smp,C,0.7517863438277678
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,96,Smp,A,0.7475010436657474
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,96,Smp,B,0.9541454122269181
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate2,96,Smp,C,0.7908840279093206
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,NA,Blk,A,NA
"(R)-2,3-Dihydroxypropane-1-sulfonate_13C-0","(R)-2,3-Dihydroxypropane-1-sulfonate",Fate1,NA,Blk,B,NA
Isethionic acid_13C-0,Isethionic acid,Fate1,0,Smp,A,1.77072518026562
Isethionic acid_13C-0,Isethionic acid,Fate1,0,Smp,B,1.7396101472590797
Isethionic acid_13C-0,Isethionic acid,Fate1,0,Smp,C,2.7332513534534844
Isethionic acid_13C-0,Isethionic acid,Fate1,12,Smp,A,2.615805562085105
Isethionic acid_13C-0,Isethionic acid,Fate1,12,Smp,B,1.4314697741481464
Isethionic acid_13C-0,Isethionic acid,Fate1,12,Smp,C,2.401567234779204
Isethionic acid_13C-0,Isethionic acid,Fate1,36,Smp,A,3.480088291093669
Isethionic acid_13C-0,Isethionic acid,Fate1,36,Smp,B,2.708029014980564
Isethionic acid_13C-0,Isethionic acid,Fate1,36,Smp,C,3.1517274884108746
Isethionic acid_13C-0,Isethionic acid,Fate1,4,Smp,A,1.480394274808253
Isethionic acid_13C-0,Isethionic acid,Fate1,4,Smp,B,1.8610856531105302
Isethionic acid_13C-0,Isethionic acid,Fate1,4,Smp,C,2.123714148831669
Isethionic acid_13C-0,Isethionic acid,Fate1,50,Smp,A,3.6204754423958296
Isethionic acid_13C-0,Isethionic acid,Fate1,50,Smp,B,3.0057879185885614
Isethionic acid_13C-0,Isethionic acid,Fate1,50,Smp,C,3.6107882379310654
Isethionic acid_13C-0,Isethionic acid,Fate1,8,Smp,A,3.030433401329656
Isethionic acid_13C-0,Isethionic acid,Fate1,8,Smp,B,1.7549202586571242
Isethionic acid_13C-0,Isethionic acid,Fate1,8,Smp,C,2.0256236672328827
Isethionic acid_13C-0,Isethionic acid,Fate1,96,Smp,A,5.882712126983662
Isethionic acid_13C-0,Isethionic acid,Fate1,96,Smp,B,7.316419545826852
Isethionic acid_13C-0,Isethionic acid,Fate1,96,Smp,C,8.05542314391835
Isethionic acid_13C-0,Isethionic acid,Fate2,0,Smp,A,1.078153984046429
Isethionic acid_13C-0,Isethionic acid,Fate2,0,Smp,B,1.3240232097697455
Isethionic acid_13C-0,Isethionic acid,Fate2,0,Smp,C,0.9027246451279884
Isethionic acid_13C-0,Isethionic acid,Fate2,12,Smp,A,1.3814955792613017
Isethionic acid_13C-0,Isethionic acid,Fate2,12,Smp,B,1.5625486729825613
Isethionic acid_13C-0,Isethionic acid,Fate2,12,Smp,C,1.3721503732185407
Isethionic acid_13C-0,Isethionic acid,Fate2,24,Smp,A,1.5696182431444325
Isethionic acid_13C-0,Isethionic acid,Fate2,24,Smp,B,1.6786893576954327
Isethionic acid_13C-0,Isethionic acid,Fate2,24,Smp,C,1.5630681671909168
Isethionic acid_13C-0,Isethionic acid,Fate2,48,Smp,A,1.850076488548294
Isethionic acid_13C-0,Isethionic acid,Fate2,48,Smp,B,1.910907830031827
Isethionic acid_13C-0,Isethionic acid,Fate2,48,Smp,C,1.7070441459687635
Isethionic acid_13C-0,Isethionic acid,Fate2,5,Smp,A,1.0133563856081629
Isethionic acid_13C-0,Isethionic acid,Fate2,5,Smp,B,2.33974383711898
Isethionic acid_13C-0,Isethionic acid,Fate2,5,Smp,C,1.0292451752688936
Isethionic acid_13C-0,Isethionic acid,Fate2,96,Smp,A,1.815441336022413
Isethionic acid_13C-0,Isethionic acid,Fate2,96,Smp,B,2.1559222194776404
Isethionic acid_13C-0,Isethionic acid,Fate2,96,Smp,C,1.9794948821851108
Isethionic acid_13C-0,Isethionic acid,Fate1,NA,Blk,A,NA
Isethionic acid_13C-0,Isethionic acid,Fate1,NA,Blk,B,NA
Trehalose_13C-0,Trehalose,Fate1,0,Smp,A,0.09337757264590153
Trehalose_13C-0,Trehalose,Fate1,0,Smp,B,0.028392289975643043
Trehalose_13C-0,Trehalose,Fate1,0,Smp,C,0.19468690485692405
Trehalose_13C-0,Trehalose,Fate1,12,Smp,A,0.10858212681257283
Trehalose_13C-0,Trehalose,Fate1,12,Smp,B,0.6201356438191222
Trehalose_13C-0,Trehalose,Fate1,12,Smp,C,0.3104625703835947
Trehalose_13C-0,Trehalose,Fate1,36,Smp,A,0.006346436338274458
Trehalose_13C-0,Trehalose,Fate1,36,Smp,B,0.02025984350068415
Trehalose_13C-0,Trehalose,Fate1,36,Smp,C,0.259841770912163
Trehalose_13C-0,Trehalose,Fate1,4,Smp,A,0.007473172286885743
Trehalose_13C-0,Trehalose,Fate1,4,Smp,B,0.0058084303809399105
Trehalose_13C-0,Trehalose,Fate1,4,Smp,C,0.09642657936324942
Trehalose_13C-0,Trehalose,Fate1,50,Smp,A,0.05640175219933335
Trehalose_13C-0,Trehalose,Fate1,50,Smp,B,0.10721284008017085
Trehalose_13C-0,Trehalose,Fate1,50,Smp,C,0.007801386387123196
Trehalose_13C-0,Trehalose,Fate1,8,Smp,A,0.19270699125922944
Trehalose_13C-0,Trehalose,Fate1,8,Smp,B,2.3140246936785096
Trehalose_13C-0,Trehalose,Fate1,8,Smp,C,0.3577981013193364
Trehalose_13C-0,Trehalose,Fate1,96,Smp,A,0.46458466451414315
Trehalose_13C-0,Trehalose,Fate1,96,Smp,B,0.5931908847594313
Trehalose_13C-0,Trehalose,Fate1,96,Smp,C,0.27314812268230554
Trehalose_13C-0,Trehalose,Fate2,0,Smp,A,0.009015795529811405
Trehalose_13C-0,Trehalose,Fate2,0,Smp,B,0.008917228074081011
Trehalose_13C-0,Trehalose,Fate2,0,Smp,C,0.019491584205471143
Trehalose_13C-0,Trehalose,Fate2,12,Smp,A,0.11618793661724246
Trehalose_13C-0,Trehalose,Fate2,12,Smp,B,0.12179261828956518
Trehalose_13C-0,Trehalose,Fate2,12,Smp,C,0.10235974085378462
Trehalose_13C-0,Trehalose,Fate2,24,Smp,A,0.1959633101235643
Trehalose_13C-0,Trehalose,Fate2,24,Smp,B,0.14460751765757632
Trehalose_13C-0,Trehalose,Fate2,24,Smp,C,0.1416871834115151
Trehalose_13C-0,Trehalose,Fate2,48,Smp,A,0.3052782703371533
Trehalose_13C-0,Trehalose,Fate2,48,Smp,B,0.4487025627117505
Trehalose_13C-0,Trehalose,Fate2,48,Smp,C,0.25202160475863333
Trehalose_13C-0,Trehalose,Fate2,5,Smp,A,0.01979584384440594
Trehalose_13C-0,Trehalose,Fate2,5,Smp,B,0.0604537009132101
Trehalose_13C-0,Trehalose,Fate2,5,Smp,C,0.029649598161453093
Trehalose_13C-0,Trehalose,Fate2,96,Smp,A,0.06342270379393317
Trehalose_13C-0,Trehalose,Fate2,96,Smp,B,0.1495796204555526
Trehalose_13C-0,Trehalose,Fate2,96,Smp,C,0.15939773195564558
Trehalose_13C-0,Trehalose,Fate1,NA,Blk,A,NA
Trehalose_13C-0,Trehalose,Fate1,NA,Blk,B,NA
